drink,drink_id,Category,cocktail_pic,Ingredients,Instructions
Lone Tree Cocktail,11664,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"3/4 oz  Sweet Vermouth,  1 1/2 oz  Gin","Stir ingredients with ice, strain into a cocktail glass, and serve."
Lone Tree Cooler,11666,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"
 Carbonated water,  
 Gin, 
 Dry Vermouth, 
 Powdered sugar, 
 Orange spiral, 
 Lemon peel","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
Long Island Iced Tea,17204,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"1/2 oz  Vodka,  1/2 oz  Tequila, 1/2 oz  Light rum, 1/2 oz  Gin, 1 dash  Coca-Cola, Twist of  Lemon peel",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.
Long Island Tea,11668,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,"1/2 oz  Vodka,  1/2 oz  Light rum, 1/2 oz  Gin, 1/2 oz  Tequila, Juice of 1/2  Lemon, 1 splash  Coca-Cola",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.
Long vodka,13196,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"5 cl  Vodka,  1/2  Lime, 4 dashes  Angostura bitters, 1 dl Schweppes  Tonic water, 4  Ice","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
Lord And Lady,11670,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"1 1/2 oz  Dark rum,  1/2 oz  Tia maria",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.
Lunch Box,14378,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,"3/4 bottle  Beer,  1 shot  Amaretto, ",Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.
Mai Tai,11690,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"1 oz  Light rum,  1/2 oz  Orgeat syrup, 1/2 oz  Triple sec, 1 1/2 oz  Sweet and sour, 1  Cherry",Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.
Malibu Twister,15224,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,"2 parts  Malibu rum,  2 parts  Tropicana, 1/2 oz  Triple sec","Add rum & trister then, add cranberry jucie,stir"
Mango Orange Smoothie,12716,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,"1  Mango,  2  Orange",Throw everything into a blender and liquify.
Manhattan,13839,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,"3/4 oz  Sweet Vermouth,  2 1/2 oz Blended  Bourbon, dash  Angostura bitters, 2 or 3  Ice, 1  Maraschino cherry, 1 twist of  Orange peel","Stirred over ice, strained into a chilled glass, garnished, and served up."
Margarita,13060,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,"1 1/2 oz  Tequila,  1/2 oz  Triple sec, dash  Angostura bitters","Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
Martinez Cocktail,11720,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,"1 oz  Gin,  1 oz  Dry Vermouth, 1/4 tsp  Triple sec, 1 dash  Orange bitters, 1  Cherry",Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.
Martini,11728,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"1 2/3 oz  Gin,  1/3 oz  Dry Vermouth, 1/4 tsp  Triple sec","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
Mary Pickford,17188,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"1 1/2 oz  Light rum,  1 oz  Pineapple juice, 1/2 tsp  Maraschino liqueur, 1/2 tsp  Grenadine, 1  Maraschino cherry",Shake and strain into a chilled large cocktail glass
Masala Chai,12774,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"2 cups  Water,  3-4 tsp  Tea, 1 chunk dried  Ginger, 3-4 crushed  Cardamom, 3  Cloves, 1 piece  Cinnamon, 1-2 whole  Black pepper,  to taste
 Sugar,   Milk",Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
Melya,12776,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"
 Espresso,  Unsweetened  Honey, 1 chunk dried  Ginger","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
Miami Vice,13936,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"5 oz Bacardi  151 proof rum,  frozen  Pina colada mix,   Cocoa powder","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
Microwave Hot Cocoa,12744,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,"5 tblsp  Sugar,  3 tblsp  Cocoa powder, 1 dash  Salt, 3 tblsp hot  Water, 2 cups  Milk, 1/4 tsp  Vanilla extract","Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well."
Midnight Cowboy,11766,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,"2 oz  Bourbon,  1 oz  Dark rum, 1 dash  Salt","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
Midnight Manx,13825,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,"1 oz  Kahlua,  1 oz  Bailey's irish cream, dash  Goldschlager, 2 oz  Heavy cream, 2 oz Hazlenut  Coffee","Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!"
Midnight Mint,14842,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"1 oz  Bailey's irish cream,  3/4 oz  White Creme de Menthe, dash  Goldschlager","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
Mimosa,17205,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"Chilled  Champagne,  2 oz  Orange juice","Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
Mississippi Planters Punch,11786,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,"1 oz  Brandy,  1/2 oz  Light rum, 1/2 oz  Bourbon, Juice of 1/2  Lemon, 1 tblsp  Powdered sugar, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve."
Mocha-Berry,14209,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"6 oz  Coffee,  2 oz  Chambord raspberry liqueur, 2 tblsp  Cocoa powder, 
 Whipped cream","pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
Mojito,13427,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,"2-3 oz  Light rum,  Juice of 1  Lime, 2 tsp  Sugar, 2-4  Mint",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.
Mojito #3,15841,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"1/2 handful  Mint,  3 cl  Lemon juice, 1/8 L Jamaican  Dark rum, 1/8 L  Club soda, 8 drops  Angostura bitters","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
Monkey Gland,17189,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"2 oz  Gin,  1 tsp  Benedictine, 1/2 oz  Orange juice, 1 tsp  Grenadine","Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
Monkey Wrench,11798,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,"1 1/2 oz  Light rum,  3 oz  Grapefruit juice, 1/2 oz  Orange juice",Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
Moranguito,16196,Shot,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"2/5  Absinthe,  2/5  Tequila, 1 dash  Bitters","first you put rhe absinthe, then put tequila, then put the Granadine syrup."
Moscow Mule,13254,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"2 oz  Vodka,  2 oz  Lime juice, 1/5  Grenadine",Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
Mother's Milk,14053,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"1 oz  Goldschlager,  1 oz  Butterscotch schnapps, 8 oz  Ginger ale","Shake over ice, strain. Serves two."
Mudslinger,16041,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"750 ml  Southern Comfort,  1 L  Orange juice, 1 oz  Milk",Add all contents to a large jug or punch bowl. Stir well!
Mulled Wine,12988,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"3 cups  Water,  1 cup  Sugar, 12  Cloves, 2  Cinnamon, 1  Lemon peel, 750 ml  Red wine, 1/4 cup  Brandy","Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
National Aquarium,13192,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"1/2 oz  Rum,  1/2 oz  Vodka, 1/2 oz  Gin, 1/2 oz  Blue Curacao, 2 oz  Sour mix, 1 splash  Lemon-lime soda",Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
Negroni,15549,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,"1 oz  Gin,  1 oz  Campari, 1/2 oz  Gin","Stir into glass over ice, garnish and serve."
New York Lemonade,13204,Cocktail,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"2 oz  Absolut Citron,  1 oz  Grand Marnier, 2 oz sweetened  Lemon juice, 1 oz  Club soda",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
New York Sour,11844,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"2 oz  Blended whiskey,  Juice of 1/2  Lemon, 1 tsp  Sugar,  (Claret)
 Red wine, 
 Lemon, 
 Cherry","Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
Nuked Hot Chocolate,12746,Cocoa,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"2 tsp  Cocoa powder,  1 tsp  Sugar, 1/2 tsp  Vanilla extract, 12 oz  Milk","Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
Nutty Irishman,13861,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"1 part  Bailey's irish cream,  1 part  Frangelico, 1/2 tsp  Vanilla extract",Serve over ice
Old Fashioned,17179,Cocktail,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,"4.5 cL Bourbon,  2 dashes Angostura bitters, 1 cube Sugar, dash Water","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry."
Orange Crush,15330,Shot,http://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,"1 oz  Vodka,  1 oz  Triple sec, 1 cube Sugar",Add all ingredients to tumbler-Pour as shot
Orange Oasis,11870,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xqqytq1441167923.jpg,"1/2 oz  Cherry brandy,  1 1/2 oz  Gin, 4 oz  Orange juice, 
 Ginger ale","Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve."
Orange Push-up,14586,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,"1.5 oz  Spiced rum,  0.5 oz  Grenadine, 4 oz  Orange juice, 1 splash  Sour mix",Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!
Orange Scented Hot Chocolate,12748,Cocoa,http://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"2 cups  Milk,  4 oz chopped bittersweet or semi-sweet  Chocolate, 3 2-inch strips  Orange peel, 1/2 tsp instant  Espresso, 1/8 tsp ground  Nutmeg","Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings."
Orange Whip,16995,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"4 oz  Orange juice,  1 oz  Rum, 1 oz  Vodka, 1 package  Cream, Over  Ice",Pour ingredients over ice and stir.
Orangeade,12618,Cocktail,http://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"5 cl  Lemon juice,  15 cl  Orange juice, 2-3 cl  Sugar syrup, 
 Soda water","Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw."
Oreo Mudslide,13499,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,"1 oz  Vodka,  1 oz  Kahlua, 1 oz  Bailey's irish cream, 2 scoops  Vanilla ice-cream, 1  Oreo cookie","Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry."
Orgasm,11872,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"1/2 oz white  Creme de Cacao,  1/2 oz  Amaretto, 1/2 oz  Triple sec, 1/2 oz  Vodka, 1 oz  Light cream","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
Owen's Grandmother's Revenge,13200,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,"12 oz  Whiskey,  12 oz  Beer, 12 oz frozen  Lemonade, 1 cup crushed  Ice",Add ingredients and mix in blender.
Paradise,17190,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,"7 parts Gin,  4 parts Apricot Brandy, 12 oz frozen  Lemonade",Shake together over ice. Strain into cocktail glass and serve chilled.
Pina Colada,17207,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,"3 oz  Light rum,  3 tblsp  Coconut milk, 3 parts  Orange Juice","Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve."
Pineapple Gingerale Smoothie,12718,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,"1/4 inch  Ginger,  1/2  Pineapple",Throw everything into a blender and liquify.
Pink Gin,11936,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,"3 dashes  Bitters,  2 oz  Gin","Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice."
Pink Lady,11938,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,"1 1/2 oz  Gin,  1 tsp  Grenadine, 1 tsp  Light cream, 1  Egg white","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Pink Panty Pulldowns,13535,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,"1 L  Sprite,  2 cups  Pink lemonade, 1 tsp  Light cream",Shake well
Pink Penocha,16992,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,"750 ml  Everclear,  1750 ml  Vodka, 1750 ml  Peach schnapps, 1 gal  Orange juice, 1 gal  Cranberry juice",mix all ingredients into bowl keep iced stir frequently
Pisco Sour,13214,Cocktail,http://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,"2 oz  Pisco,  1 oz  Lemon juice, 1750 ml  Peach schnapps","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]"
Planter's Punch,17191,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,"1 part  Dark rum,  1/2 part  Orgeat syrup, 2 parts  Orange juice, 1 part  Pineapple juice","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple."
Popped cherry,13072,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,"2 oz  Vodka,  2 oz  Cherry liqueur, 4 oz  Cranberry juice, 4 oz  Orange juice",Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!
Poppy Cocktail,11959,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,"1 1/2 oz  Gin,  3/4 oz white  Creme de Cacao","Shake ingredients with ice, strain into a cocktail glass, and serve."
Port And Starboard,11961,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,"1 tblsp  Grenadine,  1/2 oz  Green Creme de Menthe","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing."
Port Wine Cocktail,11963,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,"2 1/2 oz  Port,  1/2 tsp  Brandy","Stir ingredients with ice, strain into a cocktail glass, and serve."
Port Wine Flip,11965,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,"1 1/2 oz  Port,  2 tsp  Light cream, 1 tsp  Powdered sugar, 1 whole  Egg, 
 Nutmeg",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.
Porto flip,17192,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,"3 parts Brandy,  9 parts Port, 1 tsp  Powdered sugar","Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve."
Pysch Vitamin Light,15092,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,"1 part  Orange juice,  1 part  Apple juice, 1 part  Pineapple juice, 
 Ice",Shake with ice.
Quaker's Cocktail,11983,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,"3/4 oz  Light rum,  3/4 oz  Brandy, Juice of 1/4  Lemon, 2 tsp  Raspberry syrup","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Quarter Deck Cocktail,11985,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,"1 1/2  Light rum,  1/3 oz cream  Sherry, Juice of 1/4  Lemon","Stir all ingredients with ice, strain into a cocktail glass, and serve."
Queen Bee,11987,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,"1 oz  Coffee brandy,  1 1/2 oz  Lime vodka, Juice of 1/2  Lime","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Queen Charlotte,11989,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,"2 oz  Red wine,  1 oz  Grenadine, 1/2 oz cream  Sherry","Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve."
Queen Elizabeth,11991,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,"1/2 oz  Dry Vermouth,  1 1/2 oz  Gin, 
 Lemon-lime soda","Stir all ingredients with ice, strain into a cocktail glass, and serve."
Quentin,11993,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,"1 1/2 oz  Dark rum,  1/2 oz  Kahlua, 1 oz  Light cream, 1/8 tsp grated  Nutmeg","In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg."
Quick F**K,13198,Shot,http://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,"1 part  Kahlua,  1 part  Midori melon liqueur, 1 oz  Light cream","In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream"
Quick-sand,15761,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,"25 ml  Black Sambuca,  Add 250 ml  Orange juice","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!"
Radioactive Long Island Iced Tea,16984,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,"1 oz  Rum,  1 oz  Vodka, 1 oz  Tequila, 1 oz  Gin, 1 oz  Triple sec, 1 oz  Chambord raspberry liqueur, 1 oz  Midori melon liqueur, 1 oz  Malibu rum",Pour all ingredients over ice in a very tall glass. Sip cautiously.
Radler,16031,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,"12 oz  Beer,  12 oz  7-Up","Pour beer into large mug, slowly add the 7-up (or Sprite)."
Rail Splitter,12630,Cocktail,http://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,"2 tsp  Sugar syrup,  
 Lemon juice, ",Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.
Raspberry Cooler,17167,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,"2 oz  Raspberry vodka,  4 oz  Lemon-lime soda,   Ginger ale",Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.
Red Snapper,14087,Shot,http://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,"1 shot  Crown Royal,  1 shot  Amaretto, 
 Ice","One shot each, shake n shoot"
Rose,17208,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,"1/2 oz  Dry Vermouth,  1 oz  Gin, 1/2 oz  Apricot brandy, 1/2 tsp  Lemon juice, 1 tsp  Grenadine","Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve."
Royal Bitch,17122,Shot,http://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,"1 part  Frangelico,  1 part  Crown Royal",Into a shot glass layer the Crown Royal on top of the Frangelico.
Royal Fizz,12055,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,"1 oz  Gin,  2 oz  Sweet and sour, 1 whole  Egg, 
 Coca-Cola",Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.
Royal Flush,15082,Shot,http://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,"1 1/2 oz  Crown Royal,  1 oz  Peach schnapps, 1/2 oz  Chambord raspberry liqueur, 1 oz  Cranberry juice",Pour all the ingredients into tumbler over ice. Strain into glass.
Royal Gin Fizz,12057,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,"2 oz  Gin,  Juice of 1/2  Lemon, 1 tsp  Powdered sugar, 1 whole  Egg, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
Ruby Tuesday,17114,Cocktail,http://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,"2 oz  Gin,  5 oz  Cranberry juice, 1 tsp  Powdered sugar",Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.
